balls,strikes,game_year,batter,pitch_number,at_bat_number,home_score,away_score,on_3b,on_2b,on_1b,outs_when_up,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_Extreme outfield shift,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitch_bin
2,2,2009,435559,5,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,1,2009,435559,4,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,435559,3,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,1,2009,435559,2,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2009,435559,1,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
3,2,2009,150456,6,31,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2009,150456,5,31,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2009,150456,4,31,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,0,2009,150456,3,31,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2009,460284,4,30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,0,2009,111851,4,42,0,0,0.0,114739.0,0.0,2,0,0,0,0,0,0,0
0,0,2009,400091,1,39,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,114739,1,5,0,0,0.0,150456.0,407812.0,2,0,0,0,0,0,0,1
0,1,2009,460284,2,12,0,0,0.0,111851.0,434658.0,1,0,0,0,0,0,0,1
0,1,2009,400091,2,3,0,0,0.0,0.0,150456.0,1,0,0,0,0,0,0,0
2,2,2009,114739,5,5,0,0,0.0,150456.0,407812.0,2,0,0,0,0,0,0,1
1,1,2009,114739,3,5,0,0,0.0,150456.0,407812.0,2,0,0,0,0,0,0,1
1,0,2009,114739,2,5,0,0,0.0,150456.0,407812.0,2,0,0,0,0,0,0,1
3,2,2009,407812,6,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,0
2,2,2009,407812,5,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,0
1,2,2009,407812,4,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,1
0,2,2009,407812,3,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,1
0,1,2009,407812,2,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,0
0,0,2009,407812,1,4,0,0,0.0,0.0,150456.0,2,0,0,0,0,0,0,1
1,2,2009,114739,4,5,0,0,0.0,150456.0,407812.0,2,0,0,0,0,0,0,0
0,2,2009,435559,3,2,0,0,0.0,0.0,150456.0,0,0,0,0,0,0,0,0
1,2,2009,150456,4,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,435559,2,2,0,0,0.0,0.0,150456.0,0,0,0,0,0,0,0,0
1,0,2009,150456,2,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,150456,3,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,150456,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2009,150456,5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2009,150456,6,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2009,150456,7,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,435559,1,2,0,0,0.0,0.0,150456.0,0,0,0,0,0,0,0,1
0,0,2009,400091,1,3,0,0,0.0,0.0,150456.0,1,0,0,0,0,0,0,1
0,2,2009,114739,4,20,0,0,0.0,0.0,407812.0,2,0,0,0,0,0,0,0
1,2,2009,400091,4,3,0,0,0.0,0.0,150456.0,1,0,0,0,0,0,0,1
0,1,2009,435219,2,10,0,0,0.0,0.0,111851.0,0,0,0,0,0,0,0,1
0,2,2009,400091,3,3,0,0,0.0,0.0,150456.0,1,0,0,0,0,0,0,0
1,2,2009,434658,4,11,0,0,0.0,0.0,111851.0,1,0,0,0,0,0,0,1
1,0,2009,111851,2,9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,111851,1,9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,435559,3,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,435559,2,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,435559,1,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2009,150456,5,13,0,0,111851.0,434658.0,0.0,2,0,0,0,0,0,0,0
2,1,2009,150456,4,13,0,0,111851.0,434658.0,0.0,2,0,0,0,0,0,0,1
2,0,2009,150456,3,13,0,0,111851.0,434658.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,150456,1,13,0,0,111851.0,434658.0,0.0,2,0,0,0,0,0,0,0
1,0,2009,400091,2,18,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,460284,1,12,0,0,0.0,111851.0,434658.0,1,0,0,0,0,0,0,1
2,2,2009,434658,5,11,0,0,0.0,0.0,111851.0,1,0,0,0,0,0,0,1
1,0,2009,150456,2,13,0,0,111851.0,434658.0,0.0,2,0,0,0,0,0,0,1
3,0,2009,111851,4,9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,434658,3,11,0,0,0.0,0.0,111851.0,1,0,0,0,0,0,0,1
1,0,2009,434658,2,11,0,0,0.0,0.0,111851.0,1,0,0,0,0,0,0,1
0,0,2009,434658,1,11,0,0,0.0,0.0,111851.0,1,0,0,0,0,0,0,1
1,2,2009,435219,4,10,0,0,0.0,0.0,111851.0,0,0,0,0,0,0,0,1
0,2,2009,435219,3,10,0,0,0.0,0.0,111851.0,0,0,0,0,0,0,0,0
0,0,2009,400091,1,18,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,435219,1,10,0,0,0.0,0.0,111851.0,0,0,0,0,0,0,0,1
3,1,2009,111851,5,9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,1,2009,435559,4,17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,111851,3,9,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,115223,1,47,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,2,2009,116338,3,42,0,1,430947.0,408210.0,0.0,2,0,0,0,0,0,0,1
0,1,2009,116338,2,42,0,1,430947.0,408210.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,115223,2,47,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,435063,1,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,1
1,0,2009,110029,2,41,0,1,446481.0,430947.0,408210.0,0,0,0,0,0,0,0,1
0,0,2009,110029,1,41,0,1,446481.0,430947.0,408210.0,0,0,0,0,0,0,0,0
2,0,2009,115223,3,47,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,1,2009,408210,4,40,0,1,446481.0,430947.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,110029,3,41,0,1,446481.0,430947.0,408210.0,0,0,0,0,0,0,0,1
0,0,2009,116338,1,42,0,1,430947.0,408210.0,0.0,2,0,0,0,0,0,0,1
2,2,2009,435063,5,31,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,1,2009,446481,4,38,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,408210,1,40,0,1,0.0,446481.0,430947.0,0,0,0,0,0,0,0,1
1,0,2009,430947,2,39,0,1,0.0,0.0,446481.0,0,0,0,0,0,0,0,1
0,0,2009,430947,1,39,0,1,0.0,0.0,446481.0,0,0,0,0,0,0,0,0
3,1,2009,446481,5,38,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,446481,3,38,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2009,446481,2,38,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,446481,1,38,0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,425477,2,32,0,0,0.0,0.0,435063.0,2,0,0,0,0,0,0,0
0,0,2009,425477,1,32,0,0,0.0,0.0,435063.0,2,0,0,0,0,0,0,1
1,0,2009,408210,2,40,0,1,0.0,446481.0,430947.0,0,0,0,0,0,0,0,1
2,0,2009,408210,3,40,0,1,446481.0,430947.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,407487,1,48,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2009,110029,1,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,1
0,1,2009,435063,2,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,0
3,2,2009,110029,6,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,1
1,0,2009,430947,2,57,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2009,430947,3,57,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2009,430947,4,57,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2009,408210,1,58,0,2,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,2,2009,110029,5,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,1
0,1,2009,110029,2,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,1
0,2,2009,110029,3,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,1
2,1,2009,435063,4,31,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,2,2009,446481,6,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,430947,1,57,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,1,2009,408210,5,40,0,1,446481.0,430947.0,0.0,0,0,0,0,0,0,0,1
1,2,2009,435063,4,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,1
2,1,2009,446481,4,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,446481,3,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2009,446481,2,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,446481,1,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2009,425477,4,50,0,1,0.0,0.0,407487.0,2,0,0,0,0,0,0,0
1,1,2009,425477,3,50,0,1,0.0,0.0,407487.0,2,0,0,0,0,0,0,1
0,1,2009,425477,2,50,0,1,0.0,0.0,407487.0,2,0,0,0,0,0,0,1
0,0,2009,425477,1,50,0,1,0.0,0.0,407487.0,2,0,0,0,0,0,0,1
1,2,2009,435063,6,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,0
1,2,2009,435063,5,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,0
1,2,2009,110029,4,59,0,2,0.0,0.0,408210.0,2,0,0,0,0,0,0,0
2,2,2009,446481,5,56,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,446481,3,15,0,0,0.0,435063.0,425477.0,1,0,0,0,0,0,0,1
0,2,2009,435063,3,49,0,1,0.0,0.0,407487.0,1,0,0,0,0,0,0,0
2,2,2009,110029,5,21,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2009,408210,1,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,1,2009,425477,5,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,1
2,1,2009,425477,4,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,1
1,1,2009,425477,3,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,1
1,0,2009,425477,2,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,0
0,0,2009,425477,1,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,0
0,0,2009,435063,1,31,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,435063,3,13,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,0,2009,435063,2,13,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,435063,1,13,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2009,407487,2,12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2009,435063,4,13,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,115223,1,7,0,0,0.0,408210.0,0.0,2,0,0,0,0,0,0,1
0,1,2009,116338,2,6,0,0,0.0,0.0,408210.0,1,0,0,0,0,0,0,1
0,0,2009,116338,1,6,0,0,0.0,0.0,408210.0,1,0,0,0,0,0,0,0
0,2,2009,110029,3,5,0,0,0.0,0.0,408210.0,0,0,0,0,0,0,0,1
0,1,2009,110029,2,5,0,0,0.0,0.0,408210.0,0,0,0,0,0,0,0,1
0,0,2009,110029,1,5,0,0,0.0,0.0,408210.0,0,0,0,0,0,0,0,1
3,1,2009,408210,5,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,1,2009,408210,4,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2009,435063,2,31,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,116338,3,6,0,0,0.0,0.0,408210.0,1,0,0,0,0,0,0,1
2,0,2009,435063,3,31,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,407487,1,12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2009,425477,6,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,1
1,1,2009,408210,3,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,408210,2,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,1,2009,110029,4,21,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2009,446481,2,15,0,0,0.0,435063.0,425477.0,1,0,0,0,0,0,0,1
0,0,2009,446481,1,15,0,0,0.0,435063.0,425477.0,1,0,0,0,0,0,0,0
2,2,2009,115223,5,29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2009,115223,4,29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,115223,3,29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2009,115223,2,29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,115223,1,29,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,2,2009,116338,3,22,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2009,116338,2,22,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,116338,1,22,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2009,407487,2,30,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2009,407487,1,30,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,1,2009,110029,3,21,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,2,2009,425477,7,14,0,0,0.0,0.0,435063.0,1,0,0,0,0,0,0,1
2,1,2009,446481,4,15,0,0,0.0,435063.0,425477.0,1,0,0,0,0,0,0,0
1,0,2009,430947,2,16,0,0,0.0,435063.0,425477.0,2,0,0,0,0,0,0,1
1,1,2009,430947,3,16,0,0,0.0,435063.0,425477.0,2,0,0,0,0,0,0,0
0,0,2009,430947,1,16,0,0,0.0,435063.0,425477.0,2,0,0,0,0,0,0,1
0,0,2009,408210,1,20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,0,2009,408210,2,20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,110029,1,21,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2009,110029,2,21,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2009,430947,4,16,0,0,0.0,435063.0,425477.0,2,0,0,0,0,0,0,1
1,1,2009,407487,3,30,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,0,2009,430946,2,25,3,0,0.0,400085.0,137140.0,1,0,0,0,0,0,0,1
0,1,2009,434605,2,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,430592,3,33,4,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,2,2009,434605,3,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,2,2009,434605,4,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2009,430592,4,33,4,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2009,434605,6,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,430592,1,33,4,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2009,430592,2,33,4,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,2,2009,429711,6,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,1
1,2,2009,430592,5,33,4,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,492706,1,27,3,1,137140.0,430946.0,429711.0,1,0,0,0,0,0,0,1
2,2,2009,429711,5,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,1
1,2,2009,429711,4,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,1
1,1,2009,429711,3,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,0
0,1,2009,429711,2,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,1
0,2,2009,434605,5,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,429711,1,26,3,1,0.0,137140.0,430946.0,1,0,0,0,0,0,0,1
0,0,2009,434605,1,32,4,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2009,492706,5,27,3,1,137140.0,430946.0,429711.0,1,0,0,0,0,0,0,1
0,1,2009,430946,2,44,5,1,0.0,0.0,400085.0,2,0,0,0,0,0,0,0
0,1,2009,450306,2,34,4,1,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,2,2009,450306,3,34,4,1,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,2,2009,429711,3,45,5,2,0.0,0.0,430946.0,2,0,0,0,0,0,0,0
0,1,2009,429711,2,45,5,2,0.0,0.0,430946.0,2,0,0,0,0,0,0,0
0,0,2009,429711,1,45,5,2,0.0,0.0,430946.0,2,0,0,0,0,0,0,1
2,2,2009,430946,7,44,5,1,0.0,400085.0,0.0,2,0,0,0,0,0,0,1
1,2,2009,430946,6,44,5,1,0.0,0.0,400085.0,2,0,0,0,0,0,0,1
1,2,2009,430946,5,44,5,1,0.0,0.0,400085.0,2,0,0,0,0,0,0,0
1,1,2009,430946,3,25,3,0,0.0,400085.0,137140.0,1,0,0,0,0,0,0,1
1,0,2009,134181,2,43,5,1,0.0,0.0,400085.0,1,0,0,0,0,0,0,0
0,0,2009,430946,1,44,5,1,0.0,0.0,400085.0,2,0,0,0,0,0,0,0
2,2,2009,134181,5,43,5,1,0.0,0.0,400085.0,1,0,0,0,0,0,0,0
2,0,2009,134181,3,43,5,1,0.0,0.0,400085.0,1,0,0,0,0,0,0,1
0,0,2009,134181,1,43,5,1,0.0,0.0,400085.0,1,0,0,0,0,0,0,1
0,2,2009,137140,3,42,5,1,0.0,0.0,400085.0,0,0,0,0,0,0,0,1
0,1,2009,137140,2,42,5,1,0.0,0.0,400085.0,0,0,0,0,0,0,0,1
0,0,2009,137140,1,42,5,1,0.0,0.0,400085.0,0,0,0,0,0,0,0,1
0,1,2009,400085,2,41,5,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,450306,1,34,4,1,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,400085,1,41,5,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2009,492706,4,27,3,1,137140.0,430946.0,429711.0,1,0,0,0,0,0,0,1
0,2,2009,450306,4,34,4,1,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,1,2009,430946,3,44,5,1,0.0,0.0,400085.0,2,0,0,0,0,0,0,1
0,1,2009,134181,2,24,3,0,0.0,400085.0,137140.0,0,0,0,0,0,0,0,0
0,0,2009,430946,1,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2009,134181,2,3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,492706,2,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,492706,1,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,2,2009,429711,5,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2009,429711,4,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,2,2009,429711,3,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,429711,1,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2009,430946,4,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,492706,3,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2009,429711,2,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2009,137140,4,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2009,137140,3,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2009,137140,2,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,137140,1,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,2,2009,400085,4,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,400085,3,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,400085,2,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,134181,1,3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2009,400085,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2009,434605,4,16,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,1,2009,492706,4,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,1,2009,450306,4,18,3,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,430946,2,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,1,2009,134181,3,24,3,0,0.0,400085.0,137140.0,0,0,0,0,0,0,0,1
0,1,2009,434605,2,16,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2009,134181,1,24,3,0,0.0,400085.0,137140.0,0,0,0,0,0,0,0,1
1,2,2009,137140,4,23,3,0,0.0,0.0,400085.0,0,0,0,0,0,0,0,0
0,2,2009,137140,3,23,3,0,0.0,0.0,400085.0,0,0,0,0,0,0,0,1
0,1,2009,137140,2,23,3,0,0.0,0.0,400085.0,0,0,0,0,0,0,0,1
0,0,2009,137140,1,23,3,0,0.0,0.0,400085.0,0,0,0,0,0,0,0,0
1,0,2009,400085,2,22,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,400085,1,22,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2009,450306,6,18,3,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
3,1,2009,450306,5,18,3,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,434605,1,16,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,450306,1,18,3,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,2,2009,430592,4,17,3,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2009,430592,3,17,3,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2009,430592,2,17,3,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2009,430592,1,17,3,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2009,434605,5,16,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,430946,1,25,3,0,0.0,400085.0,137140.0,1,0,0,0,0,0,0,0
1,1,2009,434605,3,16,3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,0,2009,450306,3,18,3,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,430946,3,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,1,2009,425548,5,22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2009,448676,6,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
3,1,2009,448676,5,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2009,456655,1,25,0,0,0.0,0.0,448676.0,2,0,0,0,0,0,0,1
0,0,2009,425549,1,17,0,0,0.0,434628.0,451594.0,1,0,0,0,0,0,0,0
0,1,2009,448676,2,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2009,448676,1,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,456655,2,25,0,0,0.0,0.0,448676.0,2,0,0,0,0,0,0,1
3,2,2009,448676,7,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,448676,3,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,453064,2,23,0,0,0.0,0.0,425548.0,0,0,0,0,0,0,0,0
1,0,2009,425548,2,22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2009,453064,1,23,0,0,0.0,0.0,425548.0,0,0,0,0,0,0,0,0
2,1,2009,425548,4,22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2009,425548,3,22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,2,2009,425547,8,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,1
3,2,2009,425547,7,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,1
3,2,2009,425547,6,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,1
2,2,2009,425547,5,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,0
2,1,2009,425547,4,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,1
2,0,2009,425547,3,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,1
2,1,2009,448676,4,24,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2009,456655,3,25,0,0,0.0,0.0,448676.0,2,0,0,0,0,0,0,1
2,0,2009,434628,3,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,456655,2,30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2009,451594,2,33,0,0,0.0,0.0,434628.0,2,0,0,0,0,0,0,0
0,0,2009,451594,1,33,0,0,0.0,0.0,434628.0,2,0,0,0,0,0,0,1
3,2,2009,434628,7,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,2,2009,434628,6,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,2,2009,434628,5,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,1,2009,434628,4,32,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2009,425547,2,18,0,0,0.0,434628.0,451594.0,2,0,0,0,0,0,0,0
1,1,2009,456655,3,30,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
