balls,strikes,game_year,batter,pitch_number,at_bat_number,home_score,away_score,on_3b,on_2b,on_1b,outs_when_up,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_Extreme outfield shift,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitch_bin
0,0,2012,453923,1,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2012,340192,3,33,0,2,0.0,0.0,434636.0,1,0,0,0,0,0,0,0
1,0,2012,466320,2,6,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,474832,2,13,0,0,0.0,0.0,340192.0,2,0,0,0,0,0,0,1
0,1,2012,444135,2,21,0,0,0.0,453923.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,543063,1,14,0,0,0.0,340192.0,474832.0,2,0,0,0,0,0,0,0
2,1,2012,453923,4,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2012,340192,2,33,0,2,0.0,0.0,434636.0,1,0,0,0,0,0,0,0
0,0,2012,340192,1,33,0,2,0.0,0.0,434636.0,1,0,0,0,0,0,0,1
1,1,2012,434636,3,32,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,434636,2,32,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,434636,1,32,0,2,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,0,2012,457763,3,31,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,457763,2,31,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2012,543063,3,14,0,0,0.0,340192.0,474832.0,2,0,0,0,0,0,0,0
2,2,2012,466320,5,22,0,0,0.0,453923.0,0.0,2,0,0,0,0,0,0,0
2,1,2012,466320,4,22,0,0,0.0,453923.0,0.0,2,0,0,0,0,0,0,0
1,1,2012,466320,3,22,0,0,0.0,453923.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,466320,2,22,0,0,0.0,453923.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,466320,1,22,0,0,0.0,453923.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,457763,1,31,0,2,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,543063,4,14,0,0,0.0,340192.0,474832.0,2,0,0,0,0,0,0,0
1,2,2012,444135,4,21,0,0,0.0,453923.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,444135,3,21,0,0,0.0,453923.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,474832,3,13,0,0,0.0,0.0,340192.0,2,0,0,0,0,0,0,1
0,0,2012,444135,1,21,0,0,0.0,0.0,453923.0,1,0,0,0,0,0,0,0
2,2,2012,453923,5,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
3,2,2012,453923,6,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,453923,3,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,453923,1,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2012,285064,2,19,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,285064,1,19,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,444135,5,21,0,0,0.0,453923.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,453923,2,20,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,0,2012,516770,2,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,1
2,1,2012,516770,4,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,1
2,0,2012,516770,3,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,516770,1,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,0
1,2,2012,472528,5,49,2,1,0.0,456078.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,458690,1,34,2,1,0.0,0.0,472528.0,1,0,0,0,0,0,0,1
3,2,2012,472528,8,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,472528,7,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,472528,6,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,1,2012,516770,5,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,458690,2,34,2,1,0.0,0.0,472528.0,1,0,0,0,0,0,0,1
1,2,2012,458628,4,32,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,1,2012,472528,4,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,0,2012,472528,3,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,472528,1,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
2,2,2012,458628,5,32,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2012,458628,3,32,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,458628,2,32,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2012,458628,1,32,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,2,2012,456078,3,25,0,1,0.0,150093.0,0.0,2,0,0,0,0,0,0,0
0,1,2012,456078,2,25,0,1,0.0,150093.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,456078,1,25,0,1,0.0,150093.0,0.0,2,0,0,0,0,0,0,1
3,2,2012,516770,6,35,2,1,0.0,472528.0,0.0,2,0,0,0,0,0,0,0
3,1,2012,472528,5,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2012,425557,4,24,0,1,0.0,150093.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,446381,1,40,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,456078,5,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,446381,3,40,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,446381,2,40,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,458628,6,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,0
0,1,2012,458628,2,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,1
0,2,2012,458628,4,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,1
0,2,2012,458628,5,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,1
0,0,2012,472528,1,49,2,1,0.0,456078.0,0.0,2,0,0,0,0,0,0,1
2,2,2012,458628,7,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,0
0,1,2012,472528,2,49,2,1,0.0,456078.0,0.0,2,0,0,0,0,0,0,1
0,2,2012,472528,3,49,2,1,0.0,456078.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,458628,1,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,1
1,1,2012,425557,3,24,0,1,0.0,150093.0,0.0,1,0,0,0,0,0,0,0
1,2,2012,472528,4,49,2,1,0.0,456078.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,425557,1,46,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,2,2012,456078,6,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,2,2012,456078,3,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,1,2012,456078,2,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,456078,1,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,150093,6,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,2,2012,150093,5,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,1,2012,150093,4,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,0,2012,150093,3,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2012,150093,2,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,150093,1,42,2,1,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,2,2012,456078,4,47,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,519203,1,41,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2012,472528,2,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,472528,9,33,2,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,2,2012,458628,3,48,2,1,0.0,0.0,456078.0,1,0,0,0,0,0,0,0
1,1,2012,472528,3,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,472528,1,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,456078,3,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2012,456078,2,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,456078,1,9,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,2,2012,425557,5,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2012,425557,4,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,425557,3,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2012,425557,2,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,425557,1,8,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,2,2012,150093,4,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,150093,2,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,0,2012,458628,2,13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,458628,1,13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,1,2012,519203,2,3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
2,1,2012,516770,4,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,425557,2,24,0,1,0.0,150093.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,516770,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,516770,2,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,1,2012,516770,3,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,2,2012,519203,3,3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
3,1,2012,516770,5,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,446381,1,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,1,2012,446381,2,2,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,519203,1,3,0,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,425557,1,24,0,1,0.0,150093.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,150093,1,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,2,2012,150093,3,7,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2012,516770,6,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,150093,5,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,0
1,2,2012,446381,4,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,472528,2,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2012,150093,4,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,150093,3,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,150093,2,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,150093,1,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,1
2,2,2012,519203,5,22,0,0,0.0,0.0,446381.0,0,0,0,0,0,0,0,0
0,1,2012,519203,2,22,0,0,0.0,0.0,446381.0,0,0,0,0,0,0,0,1
0,0,2012,519203,1,22,0,0,0.0,0.0,446381.0,0,0,0,0,0,0,0,1
1,2,2012,446381,6,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,446381,5,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,1,2012,519203,3,22,0,0,0.0,0.0,446381.0,0,0,0,0,0,0,0,1
1,2,2012,519203,4,22,0,0,0.0,0.0,446381.0,0,0,0,0,0,0,0,0
2,1,2012,472528,4,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2012,472528,5,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,1,2012,446381,2,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,446381,1,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,516770,2,16,0,0,0.0,472528.0,0.0,2,0,0,0,0,0,0,0
3,2,2012,472528,8,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,516770,3,16,0,0,0.0,472528.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,458690,1,15,0,0,0.0,0.0,472528.0,1,0,0,0,0,0,0,1
3,2,2012,472528,7,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2012,472528,6,14,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,1,2012,446381,3,21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,150093,6,23,0,0,0.0,446381.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,516770,1,16,0,0,0.0,472528.0,0.0,2,0,0,0,0,0,0,1
1,0,2012,491676,2,43,1,4,0.0,0.0,407833.0,0,0,0,0,0,0,0,1
0,2,2012,407833,3,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,1,2012,491676,4,43,1,4,0.0,0.0,407833.0,0,0,0,0,0,0,0,1
2,0,2012,491676,3,43,1,4,0.0,0.0,407833.0,0,0,0,0,0,0,0,1
1,2,2012,407833,4,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2012,407833,8,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2012,407833,6,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2012,407833,5,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,400290,1,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,491676,1,43,1,4,0.0,0.0,407833.0,0,0,0,0,0,0,0,1
2,2,2012,491676,5,43,1,4,0.0,0.0,407833.0,0,0,0,0,0,0,0,0
0,1,2012,407833,2,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,400290,4,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,407797,4,34,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,2,2012,407797,3,34,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,1,2012,407797,2,34,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,407797,1,34,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,2,2012,425785,4,33,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,2,2012,425785,3,33,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,425785,2,33,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,425785,1,33,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,400290,6,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,400290,5,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2012,407833,1,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,456781,1,44,1,4,0.0,407833.0,491676.0,0,0,0,0,0,0,0,1
1,1,2012,400290,3,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,456781,2,44,1,4,0.0,407833.0,491676.0,0,0,0,0,0,0,0,1
2,0,2012,400290,3,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,448605,1,45,1,4,407833.0,491676.0,456781.0,0,0,0,0,0,0,0,1
1,1,2012,425785,3,56,2,5,0.0,0.0,400290.0,0,0,0,0,0,0,0,0
3,0,2012,400290,4,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2012,400290,7,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2012,400290,8,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,425785,1,56,2,5,0.0,0.0,400290.0,0,0,0,0,0,0,0,1
1,2,2012,407797,5,57,2,5,0.0,0.0,400290.0,1,0,0,0,0,0,0,0
0,0,2012,407797,1,57,2,5,0.0,0.0,400290.0,1,0,0,0,0,0,0,1
1,2,2012,425785,4,56,2,5,0.0,0.0,400290.0,0,0,0,0,0,0,0,0
0,1,2012,407797,2,57,2,5,0.0,0.0,400290.0,1,0,0,0,0,0,0,1
0,2,2012,407797,3,57,2,5,0.0,0.0,400290.0,1,0,0,0,0,0,0,0
1,1,2012,456781,3,44,1,4,0.0,407833.0,491676.0,0,0,0,0,0,0,0,0
0,2,2012,407797,4,57,2,5,0.0,0.0,400290.0,1,0,0,0,0,0,0,1
3,2,2012,400290,6,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,519317,1,47,2,4,0.0,456781.0,448605.0,2,0,0,0,0,0,0,1
3,1,2012,400290,5,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,400290,1,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,0,2012,519317,2,47,2,4,0.0,456781.0,448605.0,2,0,0,0,0,0,0,0
1,0,2012,400290,2,32,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,150324,4,46,1,4,491676.0,456781.0,448605.0,1,0,0,0,0,0,0,0
0,2,2012,150324,3,46,1,4,491676.0,456781.0,448605.0,1,0,0,0,0,0,0,0
0,1,2012,150324,2,46,1,4,491676.0,456781.0,448605.0,1,0,0,0,0,0,0,1
0,0,2012,150324,1,46,1,4,491676.0,456781.0,448605.0,1,0,0,0,0,0,0,0
2,1,2012,448605,4,45,1,4,407833.0,491676.0,456781.0,0,0,0,0,0,0,0,1
1,1,2012,448605,3,45,1,4,407833.0,491676.0,456781.0,0,0,0,0,0,0,0,1
1,0,2012,448605,2,45,1,4,407833.0,491676.0,456781.0,0,0,0,0,0,0,0,1
2,2,2012,407833,7,42,1,4,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,400290,2,55,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,425785,2,56,2,5,0.0,0.0,400290.0,0,0,0,0,0,0,0,1
2,1,2012,448605,4,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,2,2012,519317,8,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,407797,2,14,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,407797,1,14,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2012,425785,3,13,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,425785,2,13,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,425785,1,13,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,0,2012,400290,2,12,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,400290,1,12,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,519317,4,7,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,2,2012,519317,3,7,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,456781,1,20,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,519317,2,7,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2012,407797,3,14,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,150324,1,6,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2012,456781,7,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2012,448605,6,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,456781,3,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,456781,4,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,2,2012,456781,5,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,1,2012,456781,2,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,448605,1,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,0,2012,448605,3,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2012,448605,4,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,2,2012,448605,5,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1,2,2012,456781,6,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,519317,1,7,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,2,2012,407797,4,14,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,0,2012,448605,2,5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,456781,1,4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,448605,1,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1,0,2012,407833,2,18,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,519317,5,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,2,2012,519317,4,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,1,2012,519317,3,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,519317,2,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,519317,1,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,1,2012,150324,3,27,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,150324,2,27,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,150324,1,27,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,2,2012,448605,6,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
3,1,2012,448605,5,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,519317,6,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,0,2012,407833,3,18,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,448605,2,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
0,0,2012,407833,1,18,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,456781,5,20,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,2,2012,456781,4,20,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,1,2012,456781,3,20,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,1,2012,456781,2,20,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
3,2,2012,519317,7,28,1,0,0.0,0.0,0.0,2,0,0,0,0,0,0,0
2,2,2012,279824,5,19,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,2,2012,279824,3,19,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,1,2012,279824,2,19,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,279824,1,19,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,0,2012,448605,3,26,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,279824,4,19,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
0,0,2012,476883,1,50,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,0,2012,457705,1,59,2,9,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,476883,4,50,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,0
0,2,2012,476883,3,50,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,457705,2,59,2,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2012,516782,5,49,2,5,0.0,0.0,425549.0,0,0,0,0,0,0,0,0
1,1,2012,516782,3,49,2,5,0.0,0.0,425549.0,0,0,0,0,0,0,0,0
0,1,2012,516782,2,49,2,5,0.0,0.0,425549.0,0,0,0,0,0,0,0,0
0,0,2012,516782,1,49,2,5,0.0,0.0,425549.0,0,0,0,0,0,0,0,1
0,1,2012,476883,2,50,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,0
1,1,2012,434540,3,41,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,0,2012,425549,3,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
3,2,2012,425549,9,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,425549,7,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2,2,2012,425549,6,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,425549,5,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,425549,2,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2012,425549,1,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,0,2012,474568,2,43,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,1
0,0,2012,474568,1,43,2,5,0.0,0.0,0.0,2,0,0,0,0,0,0,1
1,0,2012,543281,2,42,2,5,0.0,0.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,457705,3,59,2,9,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2012,543281,1,42,2,5,0.0,0.0,0.0,1,0,0,0,0,0,0,1
2,1,2012,425549,4,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,2,2012,425549,8,48,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2,1,2012,457705,4,59,2,9,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,501983,4,67,2,9,0.0,0.0,0.0,1,0,0,0,0,0,0,0
0,0,2012,459991,1,60,2,9,0.0,0.0,0.0,1,0,0,0,0,0,0,1
3,1,2012,457705,5,59,2,9,0.0,0.0,0.0,0,0,0,0,0,0,0,1
1,2,2012,476883,4,70,3,9,0.0,425549.0,0.0,2,0,0,0,0,0,0,0
0,2,2012,476883,3,70,3,9,0.0,425549.0,0.0,2,0,0,0,0,0,0,1
0,1,2012,476883,2,70,3,9,0.0,425549.0,0.0,2,0,0,0,0,0,0,1
1,2,2012,434540,4,41,2,5,0.0,0.0,0.0,0,0,0,0,0,0,0,0
0,0,2012,476883,1,70,3,9,0.0,0.0,425549.0,2,0,0,0,0,0,0,1
0,2,2012,516782,3,69,3,9,0.0,0.0,425549.0,1,0,0,0,0,0,0,0
0,0,2012,516782,1,69,3,9,0.0,0.0,425549.0,1,0,0,0,0,0,0,1
1,2,2012,425549,4,68,2,9,0.0,501983.0,0.0,1,0,0,0,0,0,0,1
1,1,2012,425549,3,68,2,9,0.0,501983.0,0.0,1,0,0,0,0,0,0,0
